plot,subsample,trt,block,season,amapo_viable_seeds,amapo_total_seeds,amapo_p_viable,setfa_viable_seeds ,setfa_total_seeds,setfa_p_viable,setfa_recovered_seeds,setfa_buried_seeds,setfa_p_recovered,amapo_recovered_seeds,amapo_buried_seeds,amapo_p_recovered,amapo_viability,setfa_viability,amapo_mortality,setfa_mortality,cc_shoot_biomass_g,trit_biomass_g,can_biomass_g,clov_biomass_g,pea_biomass_g,sand,silt,clay,ph,p_ppm,k_ppm,mg_ppm,ca_ppm,cec,f22_gwc_9_29,s23_gwc_3_20,s23_gwc_4_14,s23_gwc_5_9,f23_gwc_6_6,f23_gwc_6_20,f23_gwc_7_6,f23_gwc_7_17,f22_n_mg_kg,s23_n_mg_kg_3_20,s23_n_mg_kg_4_14,s23_n_mg_kg_5_9,f23_n_mg_kg_6_6,f23_n_mg_kg_6_20,f23_n_mg_kg_7_6,f23_n_mg_kg_7_17
603,a,Canola,2,S23,8,100,0.080,76,100,0.760,136,200,0.68,197,200,0.985,0.079,0.517,0.921,0.483,503.09,0,503.09,0,0,41.42033165,36.04902668,22.53064167,6.73,36,143,116,1005.2,8.6,NA,0.196869356,0.141016464,0.204741379,NA,NA,NA,NA,NA,2.632909,6.073716,5.907119,NA,NA,NA,NA
603,b,Canola,2,S23,6,40,0.150,87,100,0.870,138,200,0.69,96,200,0.48,0.072,0.600,0.928,0.400,503.09,0,503.09,0,0,41.42033165,36.04902668,22.53064167,6.73,36,143,116,1005.2,8.6,NA,0.196869356,0.141016464,0.204741379,NA,NA,NA,NA,NA,2.632909,6.073716,5.907119,NA,NA,NA,NA
605,a,3sppN,2,S23,33,100,0.330,52,100,0.520,171,200,0.855,194,200,0.97,0.320,0.445,0.680,0.555,321.72,250.69,0,71.03,0,42.11846421,35.69361374,22.18792205,6.48,54,177,129,1111.6,9.9,NA,0.22901276,0.148253742,0.240684178,NA,NA,NA,NA,NA,6.733261,12.3801,6.975786,NA,NA,NA,NA
605,b,3sppN,2,S23,28,100,0.280,47,100,0.470,180,200,0.9,172,200,0.86,0.241,0.423,0.759,0.577,321.72,250.69,0,71.03,0,42.11846421,35.69361374,22.18792205,6.48,54,177,129,1111.6,9.9,NA,0.22901276,0.148253742,0.240684178,NA,NA,NA,NA,NA,6.733261,12.3801,6.975786,NA,NA,NA,NA
607,a,Fallow,2,S23,29,100,0.290,61,100,0.610,153,200,0.765,198,200,0.99,0.287,0.467,0.713,0.533,0,0,0,0,0,46.2575728,33.22259136,20.51983584,6.63,65,158,108,921.6,8.7,NA,0.202241195,0.154392765,0.197265625,NA,NA,NA,NA,NA,3.587383,8.491128,6.033489,NA,NA,NA,NA
607,b,Fallow,2,S23,2,100,0.020,82,100,0.820,132,200,0.66,183,200,0.915,0.018,0.541,0.982,0.459,0,0,0,0,0,46.2575728,33.22259136,20.51983584,6.63,65,158,108,921.6,8.7,NA,0.202241195,0.154392765,0.197265625,NA,NA,NA,NA,NA,3.587383,8.491128,6.033489,NA,NA,NA,NA
608,a,Clover,2,S23,6,89,0.067,64,100,0.640,162,200,0.81,186,200,0.93,0.063,0.518,0.937,0.482,236.04,0,0,236.04,0,37.99143636,34.76060724,27.2479564,6.38,50,133,109,891.6,7.9,NA,0.205280172,0.13509061,0.215261044,NA,NA,NA,NA,NA,8.888901,11.27612,8.772221,NA,NA,NA,NA
608,b,Clover,2,S23,7,85,0.082,67,100,0.670,157,200,0.785,205,200,1.025,0.084,0.526,0.916,0.474,236.04,0,0,236.04,0,37.99143636,34.76060724,27.2479564,6.38,50,133,109,891.6,7.9,NA,0.205280172,0.13509061,0.215261044,NA,NA,NA,NA,NA,8.888901,11.27612,8.772221,NA,NA,NA,NA
610,a,Triticale,2,S23,5,100,0.050,48,100,0.480,162,200,0.81,187,200,0.935,0.047,0.389,0.953,0.611,415.82,415.82,0,0,0,40.50558495,35.97883598,23.51557907,6.44,47,149,117,925.1,8,NA,0.224489796,0.159013023,0.215393795,NA,NA,NA,NA,NA,3.251837,5.429569,8.190159,NA,NA,NA,NA
610,b,Triticale,2,S23,20,100,0.200,72,100,0.720,131,200,0.655,172,200,0.86,0.172,0.472,0.828,0.528,415.82,415.82,0,0,0,40.50558495,35.97883598,23.51557907,6.44,47,149,117,925.1,8,NA,0.224489796,0.159013023,0.215393795,NA,NA,NA,NA,NA,3.251837,5.429569,8.190159,NA,NA,NA,NA
612,a,4spp,2,S23,22,100,0.220,42,100,0.420,166,200,0.83,188,200,0.94,0.207,0.349,0.793,0.651,608.57,132.29,361.1,115.18,0,42.98181818,32.47272727,24.54545455,6.44,52,128,111,859.5,7.6,NA,0.198270537,0.144747725,0.209589041,NA,NA,NA,NA,NA,2.734598,7.40685,8.311802,NA,NA,NA,NA
612,b,4spp,2,S23,7,100,0.070,64,100,0.640,135,200,0.675,197,200,0.985,0.069,0.432,0.931,0.568,608.57,132.29,361.1,115.18,0,42.98181818,32.47272727,24.54545455,6.44,52,128,111,859.5,7.6,NA,0.198270537,0.144747725,0.209589041,NA,NA,NA,NA,NA,2.734598,7.40685,8.311802,NA,NA,NA,NA
701,a,Clover,3,S23,27,99,0.273,69,103,0.670,186,200,0.93,161,200,0.805,0.220,0.623,0.780,0.377,229.31,0,0,229.31,0,39.6691035,37.24509427,23.08580223,6.58,35,139,110,950.3,8.2,NA,0.214581607,0.148083624,0.204270463,NA,NA,NA,NA,NA,5.904632,11.88049,8.996048,NA,NA,NA,NA
701,b,Clover,3,S23,12,100,0.120,66,100,0.660,163,200,0.815,163,200,0.815,0.098,0.538,0.902,0.462,229.31,0,0,229.31,0,39.6691035,37.24509427,23.08580223,6.58,35,139,110,950.3,8.2,NA,0.214581607,0.148083624,0.204270463,NA,NA,NA,NA,NA,5.904632,11.88049,8.996048,NA,NA,NA,NA
704,a,3sppN,3,S23,46,100,0.460,60,100,0.600,147,200,0.735,160,200,0.8,0.368,0.441,0.632,0.559,559.8,491.9,0,65.56,2.34,35.48028873,39.53359245,24.98611882,6.44,38,145,113,1080.2,8.7,NA,0.237976265,0.151862464,0.21263587,NA,NA,NA,NA,NA,6.48787,8.051,8.507039,NA,NA,NA,NA
704,b,3sppN,3,S23,10,100,0.100,55,100,0.550,133,200,0.665,211,200,1.055,0.106,0.366,0.895,0.634,559.8,491.9,0,65.56,2.34,35.48028873,39.53359245,24.98611882,6.44,38,145,113,1080.2,8.7,NA,0.237976265,0.151862464,0.21263587,NA,NA,NA,NA,NA,6.48787,8.051,8.507039,NA,NA,NA,NA
707,a,Canola,3,S23,38,100,0.380,69,100,0.690,176,200,0.88,172,200,0.86,0.327,0.607,0.673,0.393,256.73,0,256.73,0,0,39.61334344,35.74677786,24.6398787,6.53,64,133,114,971.9,9,NA,0.224606581,0.157063197,0.203562341,NA,NA,NA,NA,NA,3.295948,8.717089,8.488576,NA,NA,NA,NA
707,b,Canola,3,S23,NA,NA,NA,64,89,0.719,108,200,0.54,NA,200,NA,NA,0.388,NA,0.612,256.73,0,256.73,0,0,39.61334344,35.74677786,24.6398787,6.53,64,133,114,971.9,9,NA,0.224606581,0.157063197,0.203562341,NA,NA,NA,NA,NA,3.295948,8.717089,8.488576,NA,NA,NA,NA
708,a,Pea,3,S23,15,100,0.150,56,100,0.560,132,200,0.66,187,200,0.935,0.140,0.370,0.860,0.630,0,0,0,0,0,35.7396671,37.1423228,27.1180101,6.3,62,156,115,1067.4,9.5,NA,0.256062076,0.167757774,0.227661228,NA,NA,NA,NA,NA,11.22583,16.81774,7.738111,NA,NA,NA,NA
708,b,Pea,3,S23,13,100,0.130,66,100,0.660,153,200,0.765,166,200,0.83,0.108,0.505,0.892,0.495,0,0,0,0,0,35.7396671,37.1423228,27.1180101,6.3,62,156,115,1067.4,9.5,NA,0.256062076,0.167757774,0.227661228,NA,NA,NA,NA,NA,11.22583,16.81774,7.738111,NA,NA,NA,NA
709,a,Fallow,3,S23,29,100,0.290,40,98,0.408,119,200,0.595,188,200,0.94,0.273,0.243,0.727,0.757,0,0,0,0,0,37.16504854,35.65048544,27.18446602,6.61,41,157,119,1050.5,8.8,NA,0.205901639,0.151960784,0.196302817,NA,NA,NA,NA,NA,4.451309,6.421869,7.905514,NA,NA,NA,NA
709,b,Fallow,3,S23,17,100,0.170,57,100,0.570,133,200,0.665,179,200,0.895,0.152,0.379,0.848,0.621,0,0,0,0,0,37.16504854,35.65048544,27.18446602,6.61,41,157,119,1050.5,8.8,NA,0.205901639,0.151960784,0.196302817,NA,NA,NA,NA,NA,4.451309,6.421869,7.905514,NA,NA,NA,NA
710,a,Triticale,3,S23,4,100,0.040,74,100,0.740,162,200,0.81,181,200,0.905,0.036,0.599,0.964,0.401,479.63,479.63,0,0,0,43.29594478,34.27092321,22.43313201,6.58,35,120,113,1007.6,8.3,NA,0.223888591,0.159766764,0.210277214,NA,NA,NA,NA,NA,3.429287,7.341867,9.944208,NA,NA,NA,NA
710,b,Triticale,3,S23,NA,NA,NA,55,100,0.550,166,200,0.83,NA,200,NA,NA,0.457,NA,0.544,479.63,479.63,0,0,0,43.29594478,34.27092321,22.43313201,6.58,35,120,113,1007.6,8.3,NA,0.223888591,0.159766764,0.210277214,NA,NA,NA,NA,NA,3.429287,7.341867,9.944208,NA,NA,NA,NA
712,a,4spp,3,S23,9,91,0.099,57,100,0.570,170,200,0.85,142,200,0.71,0.070,0.485,0.930,0.516,515.89,173.62,272.86,69.41,0,38.5773727,36.93283138,24.48979592,6.49,70,124,112,978.4,8.3,NA,0.235368156,0.150139665,0.224696356,NA,NA,NA,NA,NA,4.879868,10.2428,9.356571,NA,NA,NA,NA
712,b,4spp,3,S23,4,100,0.040,60,100,0.600,198,200,0.99,173,200,0.865,0.035,0.594,0.965,0.406,515.89,173.62,272.86,69.41,0,38.5773727,36.93283138,24.48979592,6.49,70,124,112,978.4,8.3,NA,0.235368156,0.150139665,0.224696356,NA,NA,NA,NA,NA,4.879868,10.2428,9.356571,NA,NA,NA,NA
1101,a,3sppN,4,S23,28,100,0.280,83,100,0.830,159,200,0.795,188,200,0.94,0.263,0.660,0.737,0.340,365.33,305.61,0,59.72,0,46.38331059,30.49327354,23.12341587,6.6,33,157,115,986.1,9.1,NA,0.21171875,0.140258216,0.227001985,NA,NA,NA,NA,NA,7.701033,7.654235,9.079557,NA,NA,NA,NA
1101,b,3sppN,4,S23,19,100,0.190,82,100,0.820,161,200,0.805,183,200,0.915,0.174,0.660,0.826,0.340,365.33,305.61,0,59.72,0,46.38331059,30.49327354,23.12341587,6.6,33,157,115,986.1,9.1,NA,0.21171875,0.140258216,0.227001985,NA,NA,NA,NA,NA,7.701033,7.654235,9.079557,NA,NA,NA,NA
1103,a,Canola,4,S23,4,100,0.040,69,100,0.690,178,200,0.89,154,200,0.77,0.031,0.614,0.969,0.386,414.04,0,414.04,0,0,45.50920707,30.32694476,24.16384818,6.59,32,156,127,958.6,8.5,NA,0.186839968,0.115602837,0.194871795,NA,NA,NA,NA,NA,2.497032,10.3198,5.784735,NA,NA,NA,NA
1103,b,Canola,4,S23,77,100,0.770,74,100,0.740,149,200,0.745,NA,200,NA,NA,0.551,NA,0.449,414.04,0,414.04,0,0,45.50920707,30.32694476,24.16384818,6.59,32,156,127,958.6,8.5,NA,0.186839968,0.115602837,0.194871795,NA,NA,NA,NA,NA,2.497032,10.3198,5.784735,NA,NA,NA,NA
1104,a,4spp,4,S23,27,68,0.397,74,100,0.740,172,200,0.86,169,200,0.845,0.336,0.636,0.664,0.364,444.26,198.26,124.29,121.71,0,45.56611243,32.93745051,21.49643705,6.39,45,139,111,894.7,8,NA,0.208663819,0.14331723,0.197254335,NA,NA,NA,NA,NA,4.945958,20.64098,8.277002,NA,NA,NA,NA
1104,b,4spp,4,S23,41,100,0.410,67,100,0.670,154,200,0.77,160,200,0.8,0.328,0.516,0.672,0.484,444.26,198.26,124.29,121.71,0,45.56611243,32.93745051,21.49643705,6.39,45,139,111,894.7,8,NA,0.208663819,0.14331723,0.197254335,NA,NA,NA,NA,NA,4.945958,20.64098,8.277002,NA,NA,NA,NA
1107,a,Clover,4,S23,37,100,0.370,63,102,0.618,167,200,0.835,168,200,0.84,0.311,0.516,0.689,0.484,237.21,0,0,237.21,0,43.13647247,32.20271349,24.66081405,6.45,50,155,119,923,9.4,NA,0.218972896,0.141604855,0.213125,NA,NA,NA,NA,NA,10.07994,11.95568,10.51779,NA,NA,NA,NA
1107,b,Clover,4,S23,NA,NA,NA,28,63,0.444,90,200,0.45,NA,200,NA,NA,0.200,NA,0.800,237.21,0,0,237.21,0,43.13647247,32.20271349,24.66081405,6.45,50,155,119,923,9.4,NA,0.218972896,0.141604855,0.213125,NA,NA,NA,NA,NA,10.07994,11.95568,10.51779,NA,NA,NA,NA
1108,a,Pea,4,S23,NA,NA,NA,72,100,0.720,158,200,0.79,NA,200,NA,NA,0.569,NA,0.431,5.75,0,0,0,5.75,37.40063593,38.03656598,24.56279809,6.25,56,166,111,996,9.1,NA,0.24340176,0.180487805,0.225641026,NA,NA,NA,NA,NA,10.26444,10.70352,12.1001,NA,NA,NA,NA
1108,b,Pea,4,S23,5,100,0.050,NA,NA,NA,NA,200,NA,295,200,1.475,0.074,NA,0.926,NA,5.75,0,0,0,5.75,37.40063593,38.03656598,24.56279809,6.25,56,166,111,996,9.1,NA,0.24340176,0.180487805,0.225641026,NA,NA,NA,NA,NA,10.26444,10.70352,12.1001,NA,NA,NA,NA
1109,a,Triticale,4,S23,6,29,0.207,64,100,0.640,172,200,0.86,75,200,0.375,0.078,0.550,0.922,0.450,537.41,537.41,0,0,0,35.24606495,38.13508667,26.61884838,6.44,53,147,133,1240,10.5,NA,0.2604811,0.19682959,0.232684825,NA,NA,NA,NA,NA,3.45783,5.866374,5.733623,NA,NA,NA,NA
1109,b,Triticale,4,S23,35,100,0.350,54,78,0.692,104,200,0.52,251,200,1.255,0.439,0.360,0.561,0.640,537.41,537.41,0,0,0,35.24606495,38.13508667,26.61884838,6.44,53,147,133,1240,10.5,NA,0.2604811,0.19682959,0.232684825,NA,NA,NA,NA,NA,3.45783,5.866374,5.733623,NA,NA,NA,NA
1112,a,Fallow,4,S23,55,100,0.550,36,100,0.360,139,200,0.695,159,200,0.795,0.437,0.250,0.563,0.750,0,0,0,0,0,30.63263041,43.72918979,25.6381798,6.48,58,144,128,1160.6,9.4,NA,0.213256484,0.159677419,0.214024836,NA,NA,NA,NA,NA,5.029504,9.135564,5.801107,NA,NA,NA,NA
1112,b,Fallow,4,S23,34,100,0.340,NA,NA,NA,NA,200,NA,170,200,0.85,0.289,NA,0.711,NA,0,0,0,0,0,30.63263041,43.72918979,25.6381798,6.48,58,144,128,1160.6,9.4,NA,0.213256484,0.159677419,0.214024836,NA,NA,NA,NA,NA,5.029504,9.135564,5.801107,NA,NA,NA,NA
101,a,Fallow,1,F23,7,20,0.350,29,42,0.690,96,200,0.48,139,200,0.695,0.243,0.331,0.757,0.669,NA,NA,NA,NA,NA,26.925304,44.39297433,28.68172168,6.76,36,152,136,1145.9,9.5,NA,NA,NA,NA,0.141509,0.165106,0.217504,0.15889,NA,NA,NA,NA,13.39613,10.97316,5.851786,2.485688
101,b,Fallow,1,F23,4,25,0.160,7,15,0.467,83,200,0.415,137,200,0.685,0.110,0.194,0.890,0.806,NA,NA,NA,NA,NA,26.925304,44.39297433,28.68172168,6.76,36,152,136,1145.9,9.5,NA,NA,NA,NA,0.141509,0.165106,0.217504,0.15889,NA,NA,NA,NA,13.39613,10.97316,5.851786,2.485688
102,a,Clover,1,F23,12,43,0.279,7,16,0.438,49,200,0.245,125,200,0.625,0.174,0.107,0.826,0.893,NA,NA,NA,NA,NA,26.58522397,43.63001745,29.78475858,6.46,38,138,141,1308.6,10.1,NA,NA,NA,NA,0.165798,0.201214,0.239785,0.196193,NA,NA,NA,NA,17.66611,23.51651,8.548498,2.265062
102,b,Clover,1,F23,6,32,0.188,12,18,0.667,48,200,0.24,86,200,0.43,0.081,0.160,0.919,0.840,NA,NA,NA,NA,NA,26.58522397,43.63001745,29.78475858,6.46,38,138,141,1308.6,10.1,NA,NA,NA,NA,0.165798,0.201214,0.239785,0.196193,NA,NA,NA,NA,17.66611,23.51651,8.548498,2.265062
105,a,3sppN,1,F23,10,24,0.417,29,29,1.000,75,200,0.375,80,200,0.4,0.167,0.375,0.833,0.625,NA,NA,NA,NA,NA,21.27197314,47.40272566,31.3253012,6.59,38,125,135,1139,9.3,NA,NA,NA,NA,0.174871,0.211927,0.244472,0.211441,NA,NA,NA,NA,16.25123,16.81843,8.706421,1.861127
105,b,3sppN,1,F23,24,42,0.571,23,32,0.719,78,200,0.39,110,200,0.55,0.314,0.280,0.686,0.720,NA,NA,NA,NA,NA,21.27197314,47.40272566,31.3253012,6.59,38,125,135,1139,9.3,NA,NA,NA,NA,0.174871,0.211927,0.244472,0.211441,NA,NA,NA,NA,16.25123,16.81843,8.706421,1.861127
106,a,Pea,1,F23,1,42,0.024,21,21,1.000,67,200,0.335,142,200,0.71,0.017,0.335,0.983,0.665,NA,NA,NA,NA,NA,25.80044676,42.81459419,31.38495905,6.41,41,168,125,1060.8,8.8,NA,NA,NA,NA,0.173776,0.206981,0.249022,0.222472,NA,NA,NA,NA,14.1154,24.80506,13.87305,3.152796
106,b,Pea,1,F23,20,60,0.333,23,36,0.639,82,200,0.41,160,200,0.8,0.267,0.262,0.733,0.738,NA,NA,NA,NA,NA,25.80044676,42.81459419,31.38495905,6.41,41,168,125,1060.8,8.8,NA,NA,NA,NA,0.173776,0.206981,0.249022,0.222472,NA,NA,NA,NA,14.1154,24.80506,13.87305,3.152796
109,a,Triticale,1,F23,20,58,0.345,34,41,0.829,82,200,0.41,158,200,0.79,0.272,0.340,0.728,0.660,NA,NA,NA,NA,NA,18.86417792,48.649722,32.48610008,6.42,51,180,142,1294.1,10.9,NA,NA,NA,NA,0.178975,0.208098,0.233929,0.221109,NA,NA,NA,NA,15.38585,14.88402,7.108085,2.259528
109,b,Triticale,1,F23,13,74,0.176,86,104,0.827,144,200,0.72,180,200,0.9,0.158,0.595,0.842,0.405,NA,NA,NA,NA,NA,18.86417792,48.649722,32.48610008,6.42,51,180,142,1294.1,10.9,NA,NA,NA,NA,0.178975,0.208098,0.233929,0.221109,NA,NA,NA,NA,15.38585,14.88402,7.108085,2.259528
111,a,4spp,1,F23,7,64,0.109,6,20,0.300,66,200,0.33,146,200,0.73,0.080,0.099,0.920,0.901,NA,NA,NA,NA,NA,16.58133123,49.23198109,34.18668767,6.62,31,122,145,1296.8,10.2,NA,NA,NA,NA,0.153846,0.203655,0.227795,0.201377,NA,NA,NA,NA,18.67723,25.02197,10.01249,2.182891
111,b,4spp,1,F23,NA,NA,NA,23,35,0.657,81,200,0.405,118,200,0.59,NA,0.266,NA,0.734,NA,NA,NA,NA,NA,16.58133123,49.23198109,34.18668767,6.62,31,122,145,1296.8,10.2,NA,NA,NA,NA,0.153846,0.203655,0.227795,0.201377,NA,NA,NA,NA,18.67723,25.02197,10.01249,2.182891
112,a,Canola,1,F23,0,6,0.000,57,67,0.851,113,200,0.565,146,200,0.73,0.000,0.481,1.000,0.519,NA,NA,NA,NA,NA,19.58557482,47.8182905,32.59613469,6.52,37,157,132,938.7,8.2,NA,NA,NA,NA,0.134969,0.193878,0.224221,0.225134,NA,NA,NA,NA,10.62153,18.30361,7.285095,1.924126
112,b,Canola,1,F23,2,8,0.250,38,46,0.826,92,200,0.46,138,200,0.69,0.173,0.380,0.828,0.620,NA,NA,NA,NA,NA,19.58557482,47.8182905,32.59613469,6.52,37,157,132,938.7,8.2,NA,NA,NA,NA,0.134969,0.193878,0.224221,0.225134,NA,NA,NA,NA,10.62153,18.30361,7.285095,1.924126
602,a,Pea,2,F23,NA,NA,NA,22,43,0.512,82,200,0.41,NA,200,NA,NA,0.210,NA,0.790,NA,NA,NA,NA,NA,37.08920188,40.37558685,22.53521127,6.62,42,136,114,1183.3,9.2,NA,NA,NA,NA,0.128613,0.172052,0.234225,0.182975,NA,NA,NA,NA,16.43342,20.19193,14.70207,2.754752
602,b,Pea,2,F23,NA,NA,NA,20,25,0.800,60,200,0.3,NA,200,NA,NA,0.240,NA,0.760,NA,NA,NA,NA,NA,37.08920188,40.37558685,22.53521127,6.62,42,136,114,1183.3,9.2,NA,NA,NA,NA,0.128613,0.172052,0.234225,0.182975,NA,NA,NA,NA,16.43342,20.19193,14.70207,2.754752
602,c,Pea,2,F23,NA,NA,NA,21,29,0.724,75,200,0.375,NA,200,NA,NA,0.272,NA,0.728,NA,NA,NA,NA,NA,37.08920188,40.37558685,22.53521127,6.62,42,136,114,1183.3,9.2,NA,NA,NA,NA,0.128613,0.172052,0.234225,0.182975,NA,NA,NA,NA,10.41642,20.19193,14.70207,2.754752
602,d,Pea,2,F23,NA,NA,NA,45,63,0.714,104,200,0.52,NA,200,NA,NA,0.371,NA,0.629,NA,NA,NA,NA,NA,37.08920188,40.37558685,22.53521127,6.62,42,136,114,1183.3,9.2,NA,NA,NA,NA,0.128613,0.172052,0.234225,0.182975,NA,NA,NA,NA,10.41642,20.19193,14.70207,2.754752
603,a,Canola,2,F23,9,48,0.188,54,62,0.871,109,200,0.545,149,200,0.745,0.140,0.475,0.860,0.525,NA,NA,NA,NA,NA,41.42033165,36.04902668,22.53064167,6.73,36,143,116,1005.2,8.6,NA,NA,NA,NA,0.112593,0.159786,0.221264,0.17411,NA,NA,NA,NA,10.41642,11.87011,6.065977,1.37582
603,b,Canola,2,F23,1,53,0.019,50,51,0.980,87,200,0.435,153,200,0.765,0.014,0.426,0.986,0.574,NA,NA,NA,NA,NA,41.42033165,36.04902668,22.53064167,6.73,36,143,116,1005.2,8.6,NA,NA,NA,NA,0.112593,0.159786,0.221264,0.17411,NA,NA,NA,NA,10.41642,11.87011,6.065977,1.37582
605,a,3sppN,2,F23,6,48,0.125,47,72,0.653,116,200,0.58,98,200,0.49,0.061,0.379,0.939,0.621,NA,NA,NA,NA,NA,42.11846421,35.69361374,22.18792205,6.48,54,177,129,1111.6,9.9,NA,NA,NA,NA,0.123436,0.160846,0.211892,0.169872,NA,NA,NA,NA,19.42847,27.36323,10.16756,3.523239
605,b,3sppN,2,F23,4,62,0.065,39,48,0.813,91,200,0.455,162,200,0.81,0.052,0.370,0.948,0.630,NA,NA,NA,NA,NA,42.11846421,35.69361374,22.18792205,6.48,54,177,129,1111.6,9.9,NA,NA,NA,NA,0.123436,0.160846,0.211892,0.169872,NA,NA,NA,NA,19.42847,27.36323,10.16756,3.523239
607,a,Fallow,2,F23,5,64,0.078,50,58,0.862,102,200,0.51,165,200,0.825,0.064,0.440,0.936,0.560,NA,NA,NA,NA,NA,46.2575728,33.22259136,20.51983584,6.63,65,158,108,921.6,8.7,NA,NA,NA,NA,0.113677,0.158654,0.191854,0.172749,NA,NA,NA,NA,11.59709,12.05553,9.272978,2.272148
607,b,Fallow,2,F23,0,59,0.000,60,62,0.968,108,200,0.54,159,200,0.795,0.000,0.523,1.000,0.477,NA,NA,NA,NA,NA,46.2575728,33.22259136,20.51983584,6.63,65,158,108,921.6,8.7,NA,NA,NA,NA,0.113677,0.158654,0.191854,0.172749,NA,NA,NA,NA,11.59709,12.05553,9.272978,2.272148
608,a,Clover,2,F23,2,74,0.027,13,65,0.200,100,200,0.5,174,200,0.87,0.024,0.100,0.976,0.900,NA,NA,NA,NA,NA,37.99143636,34.76060724,27.2479564,6.38,50,133,109,891.6,7.9,NA,NA,NA,NA,0.142031,0.182839,0.217391,0.192374,NA,NA,NA,NA,31.54667,33.55035,19.97035,2.87659
608,b,Clover,2,F23,7,62,0.113,29,69,0.420,111,200,0.555,162,200,0.81,0.091,0.233,0.909,0.767,NA,NA,NA,NA,NA,37.99143636,34.76060724,27.2479564,6.38,50,133,109,891.6,7.9,NA,NA,NA,NA,0.142031,0.182839,0.217391,0.192374,NA,NA,NA,NA,31.54667,33.55035,19.97035,2.87659
610,a,Triticale,2,F23,0,71,0.000,52,72,0.722,114,200,0.57,170,200,0.85,0.000,0.412,1.000,0.588,NA,NA,NA,NA,NA,40.50558495,35.97883598,23.51557907,6.44,47,149,117,925.1,8,NA,NA,NA,NA,0.147416,0.183849,0.201036,0.193744,NA,NA,NA,NA,11.54679,11.69729,6.668272,1.606321
610,b,Triticale,2,F23,2,23,0.087,11,22,0.500,68,200,0.34,123,200,0.615,0.053,0.170,0.947,0.830,NA,NA,NA,NA,NA,40.50558495,35.97883598,23.51557907,6.44,47,149,117,925.1,8,NA,NA,NA,NA,0.147416,0.183849,0.201036,0.193744,NA,NA,NA,NA,11.54679,11.69729,6.668272,1.606321
612,a,4spp,2,F23,1,41,0.024,23,80,0.288,124,200,0.62,141,200,0.705,0.017,0.178,0.983,0.822,NA,NA,NA,NA,NA,42.98181818,32.47272727,24.54545455,6.44,52,128,111,859.5,7.6,NA,NA,NA,NA,0.103376,0.161317,0.218162,0.178771,NA,NA,NA,NA,20.46412,26.25344,9.697917,2.592554
612,b,4spp,2,F23,6,50,0.120,NA,NA,NA,NA,200,NA,150,200,0.75,0.090,NA,0.910,NA,NA,NA,NA,NA,NA,42.98181818,32.47272727,24.54545455,6.44,52,128,111,859.5,7.6,NA,NA,NA,NA,0.103376,0.161317,0.218162,0.178771,NA,NA,NA,NA,20.46412,26.25344,9.697917,2.592554
701,a,Clover,3,F23,9,44,0.205,24,25,0.960,57,200,0.285,145,200,0.725,0.148,0.274,0.852,0.726,NA,NA,NA,NA,NA,39.6691035,37.24509427,23.08580223,6.58,35,139,110,950.3,8.2,NA,NA,NA,NA,0.113821,0.187075,0.214362,0.168666,NA,NA,NA,NA,65.29511,36.57912,11.45309,1.519446
701,b,Clover,3,F23,4,118,0.034,15,25,0.600,65,200,0.325,218,200,1.09,0.037,0.195,0.963,0.805,NA,NA,NA,NA,NA,39.6691035,37.24509427,23.08580223,6.58,35,139,110,950.3,8.2,NA,NA,NA,NA,0.113821,0.187075,0.214362,0.168666,NA,NA,NA,NA,65.29511,36.57912,11.45309,1.519446
704,a,3sppN,3,F23,4,68,0.059,32,42,0.762,82,200,0.41,171,200,0.855,0.050,0.312,0.950,0.688,NA,NA,NA,NA,NA,35.48028873,39.53359245,24.98611882,6.44,38,145,113,1080.2,8.7,NA,NA,NA,NA,0.163158,0.164609,0.228764,0.189542,NA,NA,NA,NA,16.1909,16.84195,9.912158,2.22158
704,b,3sppN,3,F23,2,59,0.034,24,28,0.857,70,200,0.35,159,200,0.795,0.027,0.300,0.973,0.700,NA,NA,NA,NA,NA,35.48028873,39.53359245,24.98611882,6.44,38,145,113,1080.2,8.7,NA,NA,NA,NA,0.163158,0.164609,0.228764,0.189542,NA,NA,NA,NA,16.1909,16.84195,9.912158,2.22158
707,a,Canola,3,F23,2,52,0.038,21,23,0.913,59,200,0.295,152,200,0.76,0.029,0.269,0.971,0.731,NA,NA,NA,NA,NA,39.61334344,35.74677786,24.6398787,6.53,64,133,114,971.9,9,NA,NA,NA,NA,0.121339,0.169764,0.205412,0.186667,NA,NA,NA,NA,16.77989,17.69921,7.428069,2.265363
707,b,Canola,3,F23,7,40,0.175,40,44,0.909,84,200,0.42,140,200,0.7,0.123,0.382,0.878,0.618,NA,NA,NA,NA,NA,39.61334344,35.74677786,24.6398787,6.53,64,133,114,971.9,9,NA,NA,NA,NA,0.121339,0.169764,0.205412,0.186667,NA,NA,NA,NA,16.77989,17.69921,7.428069,2.265363
708,a,Pea,3,F23,6,55,0.109,22,40,0.550,73,200,0.365,155,200,0.775,0.085,0.201,0.915,0.799,NA,NA,NA,NA,NA,35.7396671,37.1423228,27.1180101,6.3,62,156,115,1067.4,9.5,NA,NA,NA,NA,0.162562,0.194226,0.221366,0.227593,NA,NA,NA,NA,28.53977,25.20752,15.72301,2.955401
